CKG_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,vegetarian_type
혼제오리채소볶음,327,0,10,볶음,육류,메인반찬,['재료 훈제오리200300g 양파1개작은것 당근채1줌 양배추채1주먹 시금치12줌 양념 허브솔트조금 생강술1큰술맛술 참기름조금 통깨조금'],Omnivore
버터갈릭쉬림프버거,123,0,0,기타,기타,빵,['재료 새우5마리 버거번1개 양배추 다진마늘20g 버터10g 대파 후추 소금 참치액14tsp 마요네즈'],Pescatarian
아이스바닐라라떼,123,0,0,기타,기타,차/음료/술,['재료 알룰로스23스푼입맛에 따라 바닐라익스트랙5방울 우유23컵 얼음컵 양에 따라 조절 에스프레소13컵'],Lacto-Ovo_Vegetarian
팽이버섯볶음덮밥,393,0,1,볶음,채소류,메인반찬,['재료 팽이버섯1개 청양고추1개 양파12개 양념 다진마늘1스푼 진간장15스푼 맛술1스푼 굴소스12스푼 물2스푼 참기름12스푼 후추약간 통깨약간'],Pescatarian
깻잎무침,133,0,1,무침,채소류,밑반찬,['재료 깻잎70장 양파1개'],Super_Vegan
애호박순두부국,236,0,8,끓이기,채소류,국/탕,['재료 순두부12봉지 애호박14개 코인육수1개 달걀2개 다진마늘14T'],Pescatarian
소고기우거지된장국,882,0,9,끓이기,소고기,국/탕,['재료 우거지 시래기300g 소고기양지100g 느타리버섯50g 시판 사골육수500g 물1L 소고기양념재료 다진마늘1T 국간장1T 참기름1T 후추T 우거지양념재료 된장2T 고춧가루15T 추가 간 소금03T'],Omnivore
고추장비빔국수,570,0,23,비빔,닭고기,면/만두,['재료 소면200g또는 중면사용 양파12개 오이1개 닭가슴살2조각블랙페퍼 청양고추2개 홍고추12개 김가루 통깨약간 오이 양파 절일때 식초4T 설탕2T 맛소금34꼬집 비빔국수 양념장 설탕4T 고춧가루2T 통깨2T 참기름4T 양조간장6T 식초4T 다진마늘05T 케찹1T 고추장1T듬뿍 후추10바퀴 채수4T오이 양파절일때 나온'],Omnivore
미니파프리카전,123,0,3,부침,채소류,메인반찬,['재료 미니파프리카67개 전반죽꽁치채소 전반죽 양념 부침가루23큰술 소금23꼬집 올리브유'],Pescatarian
베이컨콘치즈버터구이,177,0,29,굽기,곡류,양식,['베이컨 콘치즈 버터구이 재료 옥수수2개 버터넉넉히 베이컨적당히 체다치즈2장'],Omnivore
지단김밥,61,0,2,기타,달걀/유제품,기타,['지단 김밥 재료 김5장 밥12공기 소고기 다짐육200g 계란5개 당근1개 맛소금조금 후추조금'],Omnivore
고들빼기무침,584,0,2,무침,채소류,밑반찬,['재료 고들빼기1단 소금12술 양념 고추장2술 마늘1술 들기름2술또는 참기름 진간장1술 통깨조금'],Super_Vegan
풋고추땅콩소스된장무침,143,0,4,무침,채소류,밑반찬,['재료 풋고추4개 양념 일본된장1술 땅콩소스12술 대파조금 마늘12술 참기름12술 물엿13술 통깨약간'],Super_Vegan
양파짱아찌,147,0,1,절임,채소류,밑반찬,['재료 양파 중간싸이즈6개 오이고추5개 양념 국간장1컵200ml 물2컵400ml 설탕2컵400ml 식초1컵200ml 소주12컵100ml'],Super_Vegan
맛살오이김밥,388,0,5,절임,채소류,밥/죽/떡,['재료 오이1개 맛살3줄 김밥 김2장 밥112공기 밥 양념 소금1꼬집 통깨12스푼 참기름12스푼 오이 세척시 굵은소금1티스푼 오이 절일 때 굵은소금1티스푼 물100ml 크래미 양념 설탕12스푼 마요네즈2스푼 후추 고추냉이선택'],Pescatarian
갈비구이,87,0,1,굽기,소고기,메인반찬,['갈비구이 재료 LA갈비500g 간장4숟가락 대파12대 갈아 만든 배12통 맛술3숟가락 참기름 마늘 후추 파인애플약간 된장찌개 재료 감자1개 양파12개 호박12개 대파12대 쇠고기80g 두부12모 된장15숟가락 동전육수2개 물4컵 마늘약간 모둠전 재료 두부12모 호박12개 부침가루3숟가락 계란1개 소금 식용유 간장소스약간 쌈무 재료 닭가슴살150g 오이12개 파프리카1개 당근12개 쌈무1통 잎채소 간장소스약간'],Omnivore
매실차,177,0,29,기타,과일류,차/음료/술,['매실차 재료 매실액3큰술 식초4큰술 물300ML 얼음가득'],Super_Vegan
짜장라볶이,123,0,1,볶음,가공식품류,면/만두,['재료 짜슐랭1개 라면사리1개 밀떡20개 비엔나소세지4개 피쉬볼5개 짜장가루3큰술 고춧기름1큰술'],Omnivore
베이징덕,1398,0,3,굽기,육류,메인반찬,['재료 북경 오리13kg 버터3g 오이12개 대파12대 소스마늘겨자 마늘겨자소스재료 머스터드소스3큰술 맛간장2큰술 설탕15큰술 식초2큰술 다진마늘1작은술 맛술1큰술'],Omnivore
감자샌드위치,420,0,1,삶기,채소류,빵,['재료 식빵4장 감자4개중간 크기 오이1개 소스 마요네즈5스푼 홀그레인머스타드12스푼 설탕12스푼 소금23꼬집 후추 오이 세척 시 굵은소금12티스푼 오이 절일 때 굵은소금1티스푼'],Lacto-Ovo_Vegetarian
노각김밥,124,0,0,기타,쌀,밥/죽/떡,['재료 김10장 쌀3컵 노각1개 햄10줄 맛살5개 당근1개 계란6알 단무지10개 양념 꽃소금1T 식초2T 설탕05T 고춧가루1T 고추장1T 다진마늘05T 맛소금1T 참기름2T 깨2t'],Omnivore
아기오징어무국,317,0,8,끓이기,해물류,국/탕,['재료 오징어1마리 무150g 양파12개 대파12대 멸치육수12L 양념 다진마늘1스푼 국간장1스푼 참치액1스푼 소금약간 후추약간'],Pescatarian
돌솥비빔밥,681,0,5,비빔,채소류,밥/죽/떡,['재료 밥1공기 참기름1T 당근약간 표고버섯약간 소금2꼬집볶을때 애호박 나물약간 깻잎순 볶음약간 계란후라이1개 집 고추장약간 통깨약간'],Lacto-Ovo_Vegetarian
초계냉파스타,108,0,1,기타,닭고기,퓨전,['고명 오이14개 당근30g 청상추2장 양배추30g 닭가슴살 고명 닭가슴살100g 와사비12작은술혹은 연겨자 홀그레인머스타드12작은술 레몬즙1큰술 알룰로스12큰술 드레싱 깨2큰술 와사비12작은술혹은 연겨자 레몬즙2큰술 알룰로스1큰술 간장3큰술 참기름1큰술 면 카펠리니60g'],Omnivore
초코헤이즐넛라떼,2575,0,0,기타,달걀/유제품,차/음료/술,['초코헤이즐넛 베이스재료 초코헤이즐넛 스프레드15g 에스프레소1샷 그 외 재료 얼음적당량 우유100ml'],Lacto-Ovo_Vegetarian
애호박만두그라탕,62,0,2,볶음,채소류,퓨전,['재료 만두5개 애호박12개 애호박약간 양파14개 양념 토마토소스5T 후추약간 치즈취향껏'],Omnivore
생송이어묵볶음,400,0,3,볶음,버섯류,밑반찬,['재료 사각어묵3장 새송이버섯2개 양파14개 당근약간 대파12대 양념 다진마늘12스푼 간장2스푼 맛술1스푼 올리고당2스푼 후추 물2스푼 통깨'],Pescatarian
팽이버섯소시지볶음,531,0,3,볶음,가공식품류,메인반찬,['재료 팽이버섯1봉지 후랑크 소시지3개 마늘34개 양파12개 대파12대 소금약간 후추약간 통깨'],Omnivore
상추야채모둠전,18,0,0,굽기,채소류,기타,['부침개 주재료 상추1줌 애호박1개 양파1개 가지1개 부추1줌 청양고추10개 홍고추1개 방아잎적당량좋아하는 만큼 추가해도 무방 반죽 재료 튀김가루2컵 메밀가루12컵 찹쌀가루14컵 새우살150g 바지락살70g 표고가루1큰술'],Pescatarian
매운애호박조림,154,0,8,조림,채소류,밑반찬,['재료 애호박1개 양파12개 대파12대 청양고추1개 멸치육수150ml 양념 다진마늘12스푼 새우젓12스푼 참치액1스푼 고춧가루1스푼'],Pescatarian
초고추장비빔국수,136,0,0,무침,밀가루,면/만두,['재료 국수2인분 오이12개 깻잎10장 구운 계란1개 토마토1개 양념 시판 초고추장4T 진간장1T 매실액1T 맛술1T 설탕1T 고운고춧가루1T 레몬즙1T'],Lacto-Ovo_Vegetarian
시저샐러드,465,0,31,기타,채소류,샐러드,['시저샐러드 재료 로메인4장 방울토마토2개 당근13개 시저샐러드 드레싱넉넉히 베이컨적당히 슈레드 파마산치즈가루넉넉히 크루통적당히'],Omnivore
유아식두부덮밥,290,0,9,볶음,달걀/유제품,밥/죽/떡,['재료 밥2공기 달걀2개 두부12모 당근12개 양파12개 소금약간 식용유2큰술'],Lacto-Ovo_Vegetarian
팽이버섯두부조림,180,0,6,조림,버섯류,퓨전,['재료 두부1모부침용 300g 팽이버섯1봉지150g 통깨소량 양념 양조간장1T 다진마늘1T 올리고당1T 굴소스05T 물2T'],Pescatarian
노각무침비빔밥,95,0,2,무침,채소류,밥/죽/떡,['재료 노각112개손질 후 무게 900그램 굵은소금2큰술 밥 참기름 통깨 양념 다진마늘1큰술 다진파2큰술 고춧가루2큰술 고추장2큰술 현미식초3큰술 알룰로스12큰술'],Pescatarian
오리엔탈양배추라페,247,0,5,무침,채소류,샐러드,['재료 양배추 채썬 후600g 당근 채썬 후50g 소금1큰술절일때 소스 양파90g 겨자1큰술또는 머스터드 양조간장3큰술 애플사이다비니거3큰술식초 올리브오일3큰술 레몬즙1큰술'],Super_Vegan
양배추라페치아바타샌드위치,173,0,0,기타,가공식품류,빵,['재료 치아바타2개 버터 양배추라페 카라멜라이즈드어니언또는 버섯페스토 달걀 올리브오일 쌈채소케일 와일드루꼴라'],Lacto-Ovo_Vegetarian
카라멜라이즈드어니언,134,0,1,볶음,채소류,양념/소스/잼,['재료 양파 올리브오일 소금 후추'],Super_Vegan
양태찜,399,0,2,찜,해물류,메인반찬,['양태찜 재료 양태2마리 청양고추1개 홍고추12개 다진파조금 양태찜 양념장 간장12컵 다진마늘12수저 양파조금 대파조금 청양고추1개 홍고추12개 식초12수저 설탕12수저 깨소금12수저 고추가루1수저 참기름12수저'],Pescatarian
순두부짬뽕,308,0,2,끓이기,돼지고기,국/탕,['재료 돼지고기 잡채용400g 당근15개 양파2개 청피망1개 알배추200g 숙주100g 순두부800g 고춧기름3큰술 썬파4큰술 다진마늘2큰술 다진생강1작은술 파기름2큰술 고춧가루5큰술 굴소스2큰술 나가사끼 짬뽕소스3큰술 라조장2큰술 물15L'],Omnivore
두부애호박전,173,0,2,기타,채소류,밑반찬,['재료 애호박12개 두부1모300g 소금적당히 계란2개 참기름1작은술 재료 진간장1큰술 식초1큰술 매실액12큰술'],Lacto-Ovo_Vegetarian
미니단호박찌기,173,0,2,찜,채소류,기타,['재료 미니 단호박1개 베이킹파우더1t'],Super_Vegan
카프레제샌드위치,76,0,0,기타,과일류,빵,['카프레제 샌드위치 재료 빵1개식사용 달지않은 빵 생 모짜렐라치즈50g 토마토05개 바질4개 발사믹식초1t또는 발사믹 글레이즈  올리브오일1t 자두 크림치즈 샌드위치 재료 빵1개식사용 달지않은 빵 크림치즈20g 자두2개'],Lacto-Ovo_Vegetarian
삼겹살김치굽기,406,0,0,굽기,돼지고기,메인반찬,['재료 삼겹살800g 김치200g 소금8g 후추5g'],Omnivore
양배추나물무침,216,0,1,무침,채소류,밑반찬,['재료 흰 양배추350g 적 양배추350g 청양고추2개 국간장15스푼나중에 간을 보고 추가가능 까나리액젓1스푼 참기름1스푼 참깨1스푼'],Pescatarian
버섯볶음,154,0,2,볶음,채소류,밑반찬,['재료 마쉬마루 버섯 250g1봉지 마늘3톨 올리브오일2스푼 월계수잎1장 소금14스푼 후추약간'],Super_Vegan
마늘명란계란볶음밥,318,0,7,볶음,채소류,밥/죽/떡,['재료 밥2공기 마늘1줌 계란3개 명란121줄 대파1대 청양고추1개 간장1스푼 치킨스톡1스푼 참기름1스푼 참깨약간 밥 밑간용 식초1티스푼'],Omnivore
고구마조림,1352,0,7,조림,채소류,밑반찬,['재료 고구마4개약 430g 대파1스푼 잘게 썰은  깨소금1스푼 식용유2T 조림양념장 물200ml 설탕1T 진간장3T 올리고당2T 참기름1T'],Pescatarian
알감자오븐구이,167,0,26,굽기,채소류,양식,['알감자 오븐구이 재료 알감자1봉지 올리브오일넉넉히 핑크솔트적당히 슈레드 파마산치즈가루듬뿍'],Lacto-Ovo_Vegetarian
에어프라이어고등어구이,1859,0,6,굽기,육류,메인반찬,['재료 고등어1마리 식초2큰술 소금약간 식용유1큰술'],Omnivore
한치물회,185,0,1,회,해물류,메인반찬,['재료 한치6마리 오이1개 무100g 양파12개 부추60g 풋고추4개 물회 육수 다진 마늘2스푼 고추장45스푼 깨소금3스푼 매실액3스푼 초고추장3스푼 레몬즙3스푼 생수540ml'],Pescatarian
다짐육메추리알장조림,174,0,6,조림,돼지고기,밑반찬,['재료 깐 메추리알450g대략 60알정도 돼지고기 다짐육300g 꽈리고추150g1봉 양파12개작은것은 하나사용 다진 마늘1Ts 양조간장100ml 물400ml 설탕4Ts 매실청2Ts 생강청2Ts 맛술1Ts 후추약간'],Omnivore
명란레몬파스타,115,0,1,기타,기타,면/만두,['재료 스파게티면 올리브오일 페페론치노2개 마늘 백명란2개 레몬 소금 후추 파슬리'],Pescatarian
치즈밥,44,0,0,기타,쌀,밥/죽/떡,['재료 스팸2조각 참기름1번 밥 먹고싶은만큼 체다치즈1장자유 모짜렐라치즈 먹고싶은만큼 김12자유 스위트콘먹고싶은만큼 양념 올리고당1T 고추장1T 케찹1t'],Omnivore
파이만주,74,0,1,굽기,밀가루,빵,['재료 박력분200g 무염버터120g 물90ml 소금3g 양념 팥앙금300g 견과류80g'],Lacto-Ovo_Vegetarian
오징어불고기볶음,267,0,8,볶음,해물류,메인반찬,['재료 냉동오징어1마리큰거 기준 미나리1줌손으로 한줌 양파12개큰거는 12개 or 작은거는 1개 당근15개 청양고추1개 대파13개 양념 고추장1T밥 수저 기준 일반 고추가루15T밥 수저 기준 매운 고추가루05T밥 수저 기준 다진마늘05T밥 수저 기준 진간장2T밥 수저 기준 설탕05T밥 수저 기준 요리당1T밥 수저 기준 참기름1T밥 수저 기준 후추취향껏 생강가루취향껏'],Pescatarian
오징어회무침,186,0,7,무침,해물류,메인반찬,['재료 생물 오징어7마리 당근 무 깻잎 적채약간 청양고추1개 통깨1큰술 참기름1큰술 초고추장45큰술'],Pescatarian
게살납작만두,152,0,1,굽기,가공식품류,면/만두,['재료 게맛살70g 모짜렐라치즈70g 송송썬 대파30g 소금약간 후춧가루약간 만두피150g 계란1개노른자'],Omnivore
민어탕,198,0,3,끓이기,해물류,국/탕,['민어탕 재료 민어1마리 소고기 양지살100g 모시조개1봉지 호박12개 양파12개 청양고추2개 홍고추1개 대파1뿌리 미나리1줌 쑥갓1줌 민어탕 양념 해물육수800ml 다진마늘12수저 다진생강1스푼 참치액젓1수저 고추가루3수저 소금간에 맞춰'],Omnivore
으깬감자샐러드,947,0,3,삶기,채소류,디저트,['재료 삶은 감자2개224g 당근25g 양파30g 크래미1개30g 마요네즈4큰술31 알룰로스05큰술 레몬즙05큰술 소금1꼬집 후추톡톡톡 파슬리가루1톡톡'],Pescatarian
소고기파프리카볶음,125,0,2,볶음,채소류,메인반찬,['재료 소고기다짐육150g 대파12개 양파12개 피망1개 노란 파프리카1개 빨간 파프리카1개 양념 식용유3T 다진마늘1T 굴소스1T 참기름1T 볶은참깨1T'],Omnivore
애호박채볶음,342,0,12,볶음,채소류,밑반찬,['재료 애호박1개 양파12개 홍고추12개 재료 새우젓1큰술건지위주 다진마늘1큰술 참기름1큰술 통깨1큰술 소금조금'],Pescatarian
여주베이컨볶음,167,0,1,볶음,채소류,밑반찬,['재료 여주1개 베이컨4줄 양념 진간장1술 소금12t 마늘가루1술 후추톡 올리브유2술'],Omnivore
알배춧국,1856,0,112,끓이기,채소류,국/탕,['재료 알배추12통 물1L 동전 육수3개 풋고추1개 홍고추1개 대파12대 된장2큰술 소주1큰술 다진마늘1큰술 후추약간'],Pescatarian
아귀수육,385,0,4,삶기,해물류,메인반찬,['겨자소스재료 연겨자2큰술 참소스8큰술 아귀수육재료 아귀500g 소주2큰술 식초2큰술 미나리80g 겨자소스원하는만큼'],Pescatarian
닭고기반계조림,82,0,5,조림,닭고기,메인반찬,['재료 닭고기600g반마리 뜨거운 물500ml 양파1개 대파1대 표고버섯2개 양념 진간장150ml 맛술50ml 설탕70g 올리고당50g 물70ml'],Omnivore
루꼴라갈릭버터퀘사디아,48,0,0,기타,밀가루,빵,['재료 또띠아1개20cm 베이컨2줄 루꼴라조금 양파14 양송이3개 칵테일새우4개 간마늘1큰술 버터 소스 그릭요거트2스푼 알룰로스1스푼 마요네즈1스푼 소금조금 후추조금 그라노파다노치즈적당량'],Omnivore
호박소세지전,97,0,2,부침,채소류,밑반찬,['재료 애호박1개 옛날 소세지1개 부침가루1종이컵 계란1개'],Omnivore
크래미샐러리사과샐러드,133,0,0,무침,채소류,샐러드,['재료 샐러리70g 크래미50g 사과60g 마요네즈2T 레몬즙1t 디종 홀그레인머스타드14t 꿀12t'],Pescatarian
